"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Single Race 6"	"Single Race 6 Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Nassau County, NY"	"36059"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jan., 2021 "	"2021/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Feb., 2021 "	"2021/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"May, 2021 "	"2021/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jun., 2021 "	"2021/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Aug., 2021 "	"2021/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Nov., 2021 "	"2021/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2018"	"2018/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2018"	"2018/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2018"	"2018/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2018"	"2018/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2018"	"2018/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2018"	"2018/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2018"	"2018/07"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2018"	"2018/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2018"	"2018/08"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2018"	"2018/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2018"	"2018/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2018"	"2018/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2018"	"2018/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2019"	"2019/01"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2019"	"2019/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2019"	"2019/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2019"	"2019/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2019"	"2019/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2019"	"2019/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2019"	"2019/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2019"	"2019/08"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2019"	"2019/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2019"	"2019/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2019"	"2019/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2019"	"2019/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2019"	"2019/12"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2019"	"2019/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2020"	"2020/02"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2020"	"2020/03"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2020"	"2020/05"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2020"	"2020/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2020"	"2020/07"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2020"	"2020/08"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2020"	"2020/09"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2020"	"2020/10"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2020"	"2020/12"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2021 "	"2021/01"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2021 "	"2021/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2021 "	"2021/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2021 "	"2021/03"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2021 "	"2021/04"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2021 "	"2021/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2021 "	"2021/05"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2021 "	"2021/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2021 "	"2021/06"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2021 "	"2021/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2021 "	"2021/07"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2021 "	"2021/08"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2021 "	"2021/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2021 "	"2021/09"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2021 "	"2021/10"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2021 "	"2021/11"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2021 "	"2021/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Aug., 2018"	"2018/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jun., 2019"	"2019/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jul., 2019"	"2019/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jan., 2021 "	"2021/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Feb., 2021 "	"2021/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Apr., 2021 "	"2021/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jun., 2021 "	"2021/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Jan., 2018"	"2018/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Mar., 2018"	"2018/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Apr., 2018"	"2018/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"May, 2018"	"2018/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Jul., 2018"	"2018/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Feb., 2019"	"2019/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jan., 2018"	"2018/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Mar., 2018"	"2018/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Apr., 2018"	"2018/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"May, 2018"	"2018/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jun., 2018"	"2018/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jul., 2018"	"2018/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Aug., 2018"	"2018/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Sep., 2018"	"2018/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Oct., 2018"	"2018/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Dec., 2018"	"2018/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jan., 2019"	"2019/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"May, 2019"	"2019/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jun., 2019"	"2019/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jul., 2019"	"2019/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Aug., 2019"	"2019/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Sep., 2019"	"2019/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Oct., 2019"	"2019/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Nov., 2019"	"2019/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Dec., 2019"	"2019/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jun., 2020"	"2020/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Oct., 2020"	"2020/10"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Nov., 2020"	"2020/11"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jan., 2021 "	"2021/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Feb., 2021 "	"2021/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
