"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2018"	"2018"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	177884	19.7
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2018"	"2018"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	153702	20.2
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2018"	"2018"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	143103	28.0
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2018"	"2018"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	140979	20.6
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2018"	"2018"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	103381	Unreliable
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2019"	"2019"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	111423	Unreliable
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2019"	"2019"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	173171	20.8
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2019"	"2019"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	52	150263	34.6
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2019"	"2019"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	139424	20.8
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2019"	"2019"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	139234	18.7
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2020 "	"2020"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	109040	20.2
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	82	167967	48.8
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	68	147282	46.2
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	61	136004	44.9
	"Queens County, NY"	"36081"	"White"	"2106-3"	"2020 "	"2020"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	137262	23.3
	"Rensselaer County, NY"	"36083"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	18678	Unreliable
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2017"	"2017"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	48257	53.9
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2017"	"2017"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	45560	46.1
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2017"	"2017"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	52373	Unreliable
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2017"	"2017"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	51977	Unreliable
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2018"	"2018"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	47382	73.9
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2018"	"2018"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	44535	53.9
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2018"	"2018"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	50514	47.5
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2018"	"2018"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	51702	Unreliable
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2019"	"2019"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	46376	58.2
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2019"	"2019"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	43733	57.2
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2019"	"2019"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	49071	48.9
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2019"	"2019"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	51349	Unreliable
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	45415	59.5
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	42994	76.8
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	47839	69.0
	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2020 "	"2020"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	50968	Unreliable
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"2017"	"2017"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	28523	Unreliable
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"2019"	"2019"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	27272	Unreliable
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"2019"	"2019"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	30172	Unreliable
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	28409	Unreliable
	"Rockland County, NY"	"36087"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	27423	Unreliable
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	14922	Unreliable
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	21589	Unreliable
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	19335	Unreliable
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	162693	24.0
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	136	143487	94.8
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	99	146955	67.4
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	78	197308	39.5
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	64	189034	33.9
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2018"	"2018"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	158644	18.3
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2018"	"2018"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	114	143576	79.4
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2018"	"2018"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	73	144247	50.6
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2018"	"2018"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	83	189293	43.8
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2018"	"2018"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	47	191065	24.6
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2019"	"2019"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	156140	16.7
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2019"	"2019"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	84	144804	58.0
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2019"	"2019"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	68	142368	47.8
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2019"	"2019"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	44	181148	24.3
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2019"	"2019"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	38	193180	19.7
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2019"	"2019"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	129585	Unreliable
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2020 "	"2020"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	153559	15.6
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	92	146223	62.9
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	95	140770	67.5
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	88	174314	50.5
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2020 "	"2020"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	46	194420	23.7
	"Sullivan County, NY"	"36105"	"White"	"2106-3"	"2018"	"2018"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	7525	Unreliable
	"Sullivan County, NY"	"36105"	"White"	"2106-3"	"2019"	"2019"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	8486	Unreliable
	"Sullivan County, NY"	"36105"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	7542	Unreliable
	"Sullivan County, NY"	"36105"	"White"	"2106-3"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	8164	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2017"	"2017"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	19016	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2017"	"2017"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	17678	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2018"	"2018"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	19191	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2018"	"2018"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	17731	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2019"	"2019"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	19137	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2019"	"2019"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	17882	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	19032	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	18124	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	20357	Unreliable
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"2020 "	"2020"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	25598	Unreliable
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	22943	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2017"	"2017"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	93279	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2017"	"2017"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	77051	40.2
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2017"	"2017"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	89130	24.7
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2017"	"2017"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	107291	23.3
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2017"	"2017"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	102798	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2018"	"2018"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	90925	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2018"	"2018"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	75951	48.7
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2018"	"2018"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	87953	29.6
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2018"	"2018"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	103569	30.9
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2018"	"2018"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	102460	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2019"	"2019"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	76572	30.0
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2019"	"2019"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	87877	30.7
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2019"	"2019"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	100718	23.8
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2019"	"2019"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	102697	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2020 "	"2020"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	89491	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2020 "	"2020"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	76338	47.2
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2020 "	"2020"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	87708	31.9
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2020 "	"2020"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	98325	Unreliable
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2020 "	"2020"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	102195	Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Drug/Alcohol Induced Causes: Drug-induced causes"
"States: New York (36)"
"Ten-Year Age Groups: 5-14 years; 15-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+"
"years"
"Year/Month: 2017; 2018; 2019; 2020"
"Group By: County; Race; Year; Ten-Year Age Groups; Drug/Alcohol Induced Cause"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 13, 2023 9:35:26 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on May 13, 2023 9:35:26 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
