"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Orange County, NY"	"36071"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	22817	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	23089	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	23089	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	25711	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	23652	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	23652	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	23890	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	22995	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	22995	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	148637	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	155610	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	192852	19.7
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	192852	12.4
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	161412	16.1
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	161412	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	158293	28.4
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	158293	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	144492	15.2
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	144492	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	183072	10.9
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	183072	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	155132	12.9
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	155132	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	150951	21.2
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	150951	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	143680	16.7
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	143680	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"65-74 years"	"65-74"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	90530	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	180317	16.1
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	180317	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	152222	21.7
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	152222	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	146339	16.4
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	143484	14.6
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	143484	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"15-24 years"	"15-24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	116849	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	52	176243	29.5
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	176243	17.0
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	51	149833	34.0
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	149833	13.3
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	48	142186	33.8
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	142186	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	142782	23.1
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	142782	Unreliable
	"Rensselaer County, NY"	"36083"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	11305	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	32710	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	32710	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	29151	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2017"	"2017"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	31068	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	32624	61.3
	"Richmond County, NY"	"36085"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	32624	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	28860	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	28860	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	31468	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	32555	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	28878	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2019"	"2019"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	30858	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	32438	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	28803	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	28803	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	30402	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	30402	Unreliable
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	31637	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	85132	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	85132	23.5
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	87960	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	87960	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	115856	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	108488	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	85111	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	85111	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	111539	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2018"	"2018"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	109842	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	85812	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	87223	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	85307	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	85307	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	103484	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	112675	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"15-24 years"	"15-24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	101543	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"15-24 years"	"15-24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	101543	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	65	90611	71.7
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	90611	46.4
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	55	88497	62.1
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	88497	30.5
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	111705	36.7
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	111705	22.4
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	104137	25.9
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23	104137	22.1
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"15-24 years"	"15-24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	98696	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"15-24 years"	"15-24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	98696	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	90793	54.0
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	90793	41.9
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	36	87350	41.2
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	87350	27.5
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	107602	35.3
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	107602	27.0
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	105715	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	105715	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"15-24 years"	"15-24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	97614	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	91613	42.6
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	36	91613	39.3
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	86680	26.5
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	86680	31.1
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	103527	19.3
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	103527	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	107436	19.5
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	107436	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	50	92415	54.1
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	92415	33.5
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	86456	52.0
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	86456	37.0
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	46	100457	45.8
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	100457	24.9
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	108482	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	108482	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	56861	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2017"	"2017"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	56861	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2017"	"2017"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	61336	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2017"	"2017"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	69104	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	56198	35.6
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	56198	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	60589	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	67000	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"55-64 years"	"55-64"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	63310	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2019"	"2019"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	60668	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2019"	"2019"	"45-54 years"	"45-54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	65789	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	56404	40.8
	"Westchester County, NY"	"36119"	"Male"	"M"	"2020 "	"2020"	"25-34 years"	"25-34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	56404	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2020 "	"2020"	"35-44 years"	"35-44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	60844	Unreliable
